number,name,type1,type2,total,hp,attack,defense,sp_attack,sp_defense,speed,generation,legendary, antecesor, predecesor
745,Lycanroc Midday Forme,Rock,NONE,487,75,115,65,55,65,112,7,FALSE, Rockruff, NONE
745,Lycanroc Midnight Forme,Rock,NONE,487,85,115,75,55,75,82,7,FALSE, Rockruff, NONE
745,Lycanroc Dusk Forme,Rock,NONE,487,75,117,65,55,65,110,7,FALSE, Rockruff, NONE
746,Wishiwashi Solo Forme,Water,NONE,175,45,20,20,25,25,40,7,FALSE, NONE, NONE
746,Wishiwashi School Forme,Water,NONE,620,45,140,130,140,135,30,7,FALSE, NONE, NONE
747,Mareanie,Poison,Water,305,50,53,62,43,52,45,7,FALSE, NONE, Toxapex
748,Toxapex,Poison,Water,495,50,63,152,53,142,35,7,FALSE, Mareanie, NONE
749,Mudbray,Ground,NONE,385,70,100,70,45,55,45,7,FALSE, NONE, Mudsdale
750,Mudsdale,Ground,NONE,500,100,125,100,55,85,35,7,FALSE, Mudbray, NONE
751,Dewpider,Water,Bug,269,38,40,52,40,72,27,7,FALSE, NONE, Araquanid
752,Araquanid,Water,Bug,454,68,70,92,50,132,42,7,FALSE, Dewpider, NONE
753,Fomantis,Grass,NONE,250,40,55,35,50,35,35,7,FALSE, NONE, Lurantis
754,Lurantis,Grass,NONE,480,70,105,90,80,90,45,7,FALSE, Fomantis, NONE
755,Morelull,Grass,Fairy,285,40,35,55,65,75,15,7,FALSE, NONE, Shiinotic
756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,7,FALSE, Morelull, NONE
757,Salandit,Poison,Fire,320,48,44,40,71,40,77,7,FALSE
758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,7,FALSE
759,Stufful,Normal,Fighting,340,70,75,50,45,50,50,7,FALSE
760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,7,FALSE
761,Bounsweet,Grass,NONE,210,42,30,38,30,38,32,7,FALSE
762,Steenee,Grass,NONE,290,52,40,48,40,48,62,7,FALSE
763,Tsareena,Grass,NONE,510,72,120,98,50,98,72,7,FALSE
764,Comfey,Fairy,NONE,485,51,52,90,82,110,100,7,FALSE
765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,7,FALSE
766,Passimian,Fighting,NONE,490,100,120,90,40,60,80,7,FALSE
767,Wimpod,Bug,Water,230,25,35,40,20,30,80,7,FALSE
768,Golisopod,Bug,Water,530,75,125,140,60,90,40,7,FALSE
769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,7,FALSE
770,Palossand,Ghost,Ground,480,85,75,110,100,75,35,7,FALSE
771,Pyukumuku,Water,NONE,410,55,60,130,30,130,5,7,FALSE
772,Type: Null,Normal,NONE,534,95,95,95,95,95,59,7,FALSE
773,Silvally,Normal,NONE,570,95,95,95,95,95,95,7,FALSE
774,Minior Meteor Forme,Rock,Flying,440,60,60,100,60,100,60,7,FALSE
774,Minior Core Forme,Rock,Flying,500,60,100,60,100,60,120,7,FALSE
775,Komala,Normal,NONE,480,65,115,65,75,95,65,7,FALSE
776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,7,FALSE
777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,7,FALSE
778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,7,FALSE
779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,7,FALSE
780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,7,FALSE
781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,7,FALSE
782,Jangmo-o,Dragon,NONE,300,45,55,65,45,45,45,7,FALSE
783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,7,FALSE
784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,7,FALSE
785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,7,TRUE
786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,7,TRUE
787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,7,TRUE
788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,7,TRUE
789,Cosmog,Psychic,NONE,200,43,29,31,29,31,37,7,TRUE
790,Cosmoem,Psychic,NONE,400,43,29,131,29,131,37,7,TRUE
791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,7,TRUE
792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,7,TRUE
793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,7,FALSE
794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,7,FALSE
795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,7,FALSE
796,Xurkitree,Electric,NONE,570,83,89,71,173,71,83,7,FALSE
797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,7,FALSE
798,Kartana,Grass,Steel,570,59,181,131,59,31,109,7,FALSE
799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,7,FALSE
800,Necrozma,Psychic,NONE,600,97,107,101,127,89,79,7,TRUE
800,Dusk Mane Necrozma,Psychic,Steel,680,97,157,127,113,109,77,7,TRUE
800,Dawn Wings Necrozma,Psychic,Ghost,680,97,113,109,157,127,77,7,TRUE
800,Ultra Necrozma,Psychic,Dragon,754,97,167,97,167,97,129,7,TRUE
801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,7,TRUE
802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,7,TRUE
803,Poipole,Poison,NONE,420,67,73,67,73,67,73,7,FALSE
804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,7,FALSE
805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,7,FALSE
806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,7,FALSE
807,Zeraora,Electric,NONE,600,88,112,75,102,80,143,7,TRUE
808,Meltan,Steel,NONE,300,46,65,65,55,35,34,0,TRUE
809,Melmetal,Steel,NONE,600,135,143,143,80,65,34,0,TRUE
809,Gigantamax Melmetal,Steel,NONE,600,135,143,143,80,65,34,0,TRUE
810,Grookey,Grass,NONE,310,50,65,50,40,40,65,8,FALSE
811,Thwackey,Grass,NONE,420,70,85,70,55,60,80,8,FALSE
812,Rillaboom,Grass,NONE,530,100,125,90,60,70,85,8,FALSE
812,Gigantamax Rillaboom,Grass,NONE,530,100,125,90,60,70,85,8,FALSE
813,Scorbunny,Fire,NONE,310,50,71,40,40,40,69,8,FALSE
814,Raboot,Fire,NONE,420,65,86,60,55,60,94,8,FALSE
815,Cinderace,Fire,NONE,530,80,116,75,65,75,119,8,FALSE
815,Gigantamax Cinderace,Fire,NONE,530,80,116,75,65,75,119,8,FALSE
816,Sobble,Water,NONE,310,50,40,40,70,40,70,8,FALSE
817,Drizzile,Water,NONE,420,65,60,55,95,55,90,8,FALSE
818,Inteleon,Water,NONE,530,70,85,65,125,65,120,8,FALSE
818,Gigantamax Inteleon,Water,NONE,530,70,85,65,125,65,120,8,FALSE
819,Skwovet,Normal,NONE,275,70,55,55,35,35,25,8,FALSE
820,Greedent,Normal,NONE,460,120,95,95,55,75,20,8,FALSE
821,Rookidee,Flying,NONE,245,38,47,35,33,35,57,8,FALSE
822,Corvisquire,Flying,NONE,365,68,67,55,43,55,77,8,FALSE
823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,8,FALSE
823,Gigantamax Corviknight,Flying,Steel,495,98,87,105,53,85,67,8,FALSE
824,Blipbug,Bug,NONE,180,25,20,20,25,45,45,8,FALSE
825,Dottler,Bug,Psychic,335,50,35,80,50,90,30,8,FALSE
826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,8,FALSE
826,Gigantamax Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,8,FALSE
827,Nickit,Dark,NONE,245,40,28,28,47,52,50,8,FALSE
828,Thievul,Dark,NONE,455,70,58,58,87,92,90,8,FALSE
829,Gossifleur,Grass,NONE,250,40,40,60,40,60,10,8,FALSE
830,Eldegoss,GRASS,NONE,460,60,50,90,80,120,60,8,FALSE
831,Wooloo,Normal,NONE,270,42,40,55,40,45,48,8,FALSE
832,Dubwool,Normal,NONE,490,72,80,100,60,90,88,8,FALSE
833,Chewtle,Water,NONE,284,50,64,50,38,38,44,8,FALSE
834,Drednaw,Water,Rock,485,90,115,90,48,68,74,8,FALSE
834,Gigantamax Drednaw,Water,Rock,485,90,115,90,48,68,74,8,FALSE
835,Yamper,Electric,NONE,270,59,45,50,40,50,26,8,FALSE
836,Boltund,Electric,NONE,490,69,90,60,90,60,121,8,FALSE
837,Rolycoly,Rock,NONE,240,30,40,50,40,50,30,8,FALSE
838,Carkol,Rock,Fire,410,80,60,90,60,70,50,8,FALSE
839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,8,FALSE
839,Gigantamax Coalossal,Rock,Fire,510,110,80,120,80,90,30,8,FALSE
840,Applin,Grass,Dragon,260,40,40,80,40,40,20,8,FALSE
841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,8,FALSE
841,Gigantamax Flapple,Grass,Dragon,485,70,110,80,95,60,70,8,FALSE
842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,8,FALSE
842,Gigantamax Appletun,Grass,Dragon,485,110,85,80,100,80,30,8,FALSE
843,Silicobra,Ground,NONE,315,52,57,75,35,50,46,8,FALSE
844,Sandaconda,Ground,NONE,510,72,107,125,65,70,71,8,FALSE
844,Gigantamax Sandaconda,Ground,NONE,510,72,107,125,65,70,71,8,FALSE
845,Cramorant,Flying,Water,475,70,85,55,85,95,85,8,FALSE
846,Arrokuda,Water,NONE,280,41,63,40,40,30,66,8,FALSE
847,Barraskewda,Water,NONE,490,61,123,60,60,50,136,8,FALSE
848,Toxel,Electric,Poison,242,40,38,35,54,35,40,8,FALSE
849,Toxtricity Amped Forme,Electric,Poison,502,75,98,70,114,70,75,8,FALSE
849,Toxitricity Low Key Forme,Electric,Poison,502,75,98,70,114,70,75,8,FALSE
849,Gigantamax Toxitricity,Electric,Poison,502,75,98,70,114,70,75,8,FALSE
850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,8,FALSE
851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,8,FALSE
851,Gigantamax Centiskorch,Fire,Bug,525,100,115,65,90,90,65,8,FALSE
852,Clobbopus,Fighting,NONE,310,50,68,60,50,50,32,8,FALSE
853,Grapploct,Fighting,NONE,480,80,118,90,70,80,42,8,FALSE
854,Sinistea,Ghost,NONE,308,40,45,45,74,54,50,8,FALSE
855,Polteageist,Ghost,NONE,508,60,65,65,134,114,70,8,FALSE
856,Hatenna,Psychic,NONE,265,42,30,45,56,53,39,8,FALSE
857,Hattrem,Psychic,NONE,370,57,40,65,86,73,49,8,FALSE
858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,8,FALSE
858,Gigantamax Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,8,FALSE
859,Impidimp,Dark,Fairy,265,45,45,30,55,40,50,8,FALSE
860,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,8,FALSE
861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,8,FALSE
861,Gigantamax Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,8,FALSE
862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,8,FALSE
863,Perrserker,Steel,NONE,440,70,110,100,50,60,50,8,FALSE
864,Cursola,Ghost,NONE,510,60,95,50,145,130,30,8,FALSE
865,Sirfetch'd,Fighting,NONE,507,62,135,95,68,82,65,8,FALSE
866,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,8,FALSE
867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,8,FALSE, Galarian Yamask, NONE
868,Milcery,Fairy,NONE,270,45,40,40,50,61,34,8,FALSE
869,Alcremie,Fairy,NONE,495,65,60,75,110,121,64,8,FALSE
869,Gigantamax Alcremie,Fairy,NONE,495,65,60,75,110,121,64,8,FALSE
870,Falinks,Fighting,NONE,470,65,100,100,70,60,75,8,FALSE
871,Pincurchin,Electric,NONE,435,48,101,95,91,85,15,8,FALSE
872,Snom,Ice,Bug,185,30,25,35,45,30,20,8,FALSE
873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,8,FALSE
874,Stonjourner,Rock,NONE,470,100,125,135,20,20,70,8,FALSE
875,Eiscue Ice Face,Ice,NONE,470,75,80,110,65,90,50,8,FALSE
875,Eiscue Noice Face,Ice,NONE,470,75,80,70,65,50,130,8,FALSE
876,Indeedee Male,Psychic,Normal,475,60,65,55,105,95,95,8,FALSE
876,Indeedee Female,Psychic,Normal,475,70,55,65,95,105,85,8,FALSE
877,Morpeko Full Belly Mode,Electric,Dark,436,58,95,58,70,58,97,8,FALSE
877,Morpeko Hangry Mode,Electric,Dark,436,58,95,58,70,58,97,8,FALSE
878,Cufant,Steel,NONE,330,72,80,49,40,49,40,8,FALSE
879,Copperajah,Steel,NONE,500,122,130,69,80,69,30,8,FALSE
879,Gigantamax Copperajah,Steel,NONE,500,122,130,69,80,69,30,8,FALSE
880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,8,FALSE
881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,8,FALSE
882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,8,FALSE
883,Arctovish,Water,Ice,505,90,90,100,80,90,55,8,FALSE
884,Duraludon,Steel,Dragon,535,70,95,115,120,50,85,8,FALSE
884,Gigantamax Duraludon,Steel,Dragon,535,70,95,115,120,50,85,8,FALSE
885,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,8,FALSE
886,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,8,FALSE
887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,8,FALSE
888,Zacian Hero of Many Battles,Fairy,NONE,670,92,130,115,80,115,138,8,TRUE
888,Zacian Crowned Sword Forme,Fairy,Steel,720,92,170,115,80,115,148,8,TRUE
889,Zamazenta Hero of Many Battles,Fighting,NONE,670,92,130,115,80,115,138,8,TRUE
889,Zamazenta Crowned Sheild Forme,Fighting,Steel,720,92,130,145,80,145,128,8,TRUE
890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,8,TRUE
890,Eternamax Eternatus,Poison,Dragon,1125,255,115,250,125,250,130,8,TRUE
891,Kubfu,Fighting,NONE,385,60,90,60,53,50,72,8,TRUE
892,Urshifu Single Strike Style,Fighting,Dark,550,100,130,100,63,60,97,8,TRUE
892,Gigantamax Urshifu Single Strike Style,Fighting,Dark,550,100,130,100,63,60,97,8,TRUE
892,Urshifu Rapid Strike Style,Fighting,Water,550,100,130,100,63,60,97,8,TRUE
892,Gigantamax Urshifu Rapid Strike Style,Fighting,Water,550,100,130,100,63,60,97,8,TRUE
893,Zarude,Dark,Grass,600,105,120,105,70,95,105,8,TRUE
893,Dada Zarude,Dark,Grass,600,105,120,105,70,95,105,8,TRUE
894,Regieleki,Electric,NONE,580,80,100,50,100,50,200,8,TRUE
895,Regidrago,Dragon,NONE,580,200,100,50,100,50,80,8,TRUE
896,Glastrier,Ice,NONE,580,100,145,130,65,110,30,8,TRUE
897,Spectrier,Ghost,NONE,580,100,65,60,145,80,130,8,TRUE
898,Calyrex,Psychic,Grass,500,100,80,80,80,80,80,8,TRUE
898,Ice Rider Calyrex,Psychic,Ice,680,100,165,150,85,130,50,8,TRUE
898,Shadow Rider Calyrex,Psychic,Ghost,680,100,85,80,165,100,150,8,TRUE
